,TEXT
995,"it is written in the book that man, when fifty, must leave the noisy world, to go to the forest seclusion. but the poet proclaims that the forest hermitage is only for the young. for it is the birthplace of flowers and the haunt of birds and bees; and hidden hooks are waiting there for the thrill of lovers' whispers. there the moon-light, that is all one kiss for the malati flowers, has its deep message, but those who understand it are far below fifty. and alas, youth is inexperienced and wilful, therefore it is but meet that the old should take charge of the household, and the young take to the seclusion of forest shades and the severe discipline of courting. "
996,lover's gifts xl: a message came 
997,"a message came from my youth of vanished days, saying, "" i wait for you among the quivering of unborn may, where smiles ripen for tears and hours ache with songs unsung."" it says, ""come to me across the worn-out track of age, through the gates of death. for dreams fade, hopes fail, the fathered fruits of the year decay, but i am the eternal truth, and you shall meet me again and again in your voyage of life from shore to shore."""
998,lover's gifts xlii: are you a mere picture 
999,"are you a mere picture, and not as true as those stars, true as this dust? they throb with the pulse of things, but you are immensely aloof in your stillness, painted form. the day was when you walked with me, your breath warm, your limbs singing of life. my world found its speech in your voice, and touched my heart with your face. you suddenly stopped in your walk, in the shadow-side of the forever, and i went on alone. life, like a child, laughs, shaking its rattle of death as it runs; it beckons me on, i follow the unseen; but you stand there, where you stopped behind that dust and those stars; and you are a mere picture. no, it cannot be. had the life-flood utterly stopped in you, it would stop the river in its flow, and the foot-fall of dawn in her cadence of colours. had the glimmering dusk of your hair vanished in the hopeless dark, the woodland shade of summer would die with its dreams. can it be true that i forgot you? we haste on without heed, forgetting the flowers on the roadside hedge. yet they breathe unaware into our forgetfulness, filling it with music. you have moved from my world, to take seat at the root of my life, and therefore is this forgetting-remembrance lost in its own depth. you are no longer before my songs, but one with them. you came to me with the first ray of dawn. i lost you with the last gold of evening. ever since i am always finding you through the dark. no, you are no mere picture. "
1000," lover's gifts xliii: dying, you have left behind "
1001,"dying, you have left behind you the great sadness of the eternal in my life. you have painted my thought's horizon with the sunset colours of your departure, leaving a track of tears across the earth to love's heaven. clasped in your dear arms, life and death united in me in a marriage bond. i think i can see you watching there in the balcony with your lamp lighted, where the end and the beginning of all things meet. my world went hence through the doors that you opened-you holding the cup of death to my lips, filling it with life from your own. "
1002,lover's gifts xliv: where is heaven 
1003,"where is heaven? you ask me, my child,-the sages tell us it is beyond the limits of birth and death, unswayed by the rhythm of day and night; it is not of the earth. but your poet knows that its eternal hunger is for time and space, and it strives evermore to be born in the fruitful dust. heaven is fulfilled in your sweet body, my child, in your palpitating heart. the sea is beating its drums in joy, the flowers are a-tiptoe to kiss you. for heaven is born in you, in the arms of the mother- dust."
1004,lover's gifts xlvii: the road is 
1005,"the road is my wedded companion. she speaks to me under my feet all day, she sings to my dreams all night. my meeting with her had no beginning, it begins endlessly at each daybreak, renewing its summer in fresh flowers and songs, and her every new kiss is the first kiss to me. the road and i are lovers. i change my dress for her night after night, leaving the tattered cumber of the old in the wayside inns when the day dawns."
