,TEXT
3349,brink of eternity 
3350,in desperate hope i go and search for her 
3351,in all the corners of my room; 
3352,i find her not. 
3353,my house is small 
3354,and what once has gone from it can never be regained. 
3355,"but infinite is thy mansion, my lord, "
3356,and seeking her i have to come to thy door. 
3357,i stand under the golden canopy of thine evening sky 
3358,and i lift my eager eyes to thy face. 
3359,i have come to the brink of eternity from which nothing can vanish 
3360,"---no hope, no happiness, no vision of a face seen through tears. "
3361,"oh, dip my emptied life into that ocean, "
3362,plunge it into the deepest fullness. 
3363,let me for once feel that lost sweet touch 
3364,in the allness of the universe.
3365,chain of pearls 
3366,"mother, i shall weave a chain of pearls for thy neck "
3367,with my tears of sorrow. 
3368,"the stars have wrought their anklets of light to deck thy feet, "
3369,but mine will hang upon thy breast. 
3370,wealth and fame come from thee 
3371,and it is for thee to give or to withhold them. 
3372,"but this my sorrow is absolutely mine own, "
3373,and when i bring it to thee as my offering 
3374,thou rewardest me with thy grace.
3375,closed path 
3376,i thought that my voyage had come to its end 
3377,"at the last limit of my power,---that the path before me was closed, "
3378,that provisions were exhausted 
3379,and the time come to take shelter in a silent obscurity. 
3380,but i find that thy will knows no end in me. 
3381,"and when old words die out on the tongue, "
3382,new melodies break forth from the heart; 
3383,"and where the old tracks are lost, "
3384,new country is revealed with its wonders.
3385,clouds and waves
3386,"mother, the folk who live up in the clouds call out to me-"
3387,"""we play from the time we wake till the day ends."
3388,"we play with the golden dawn, we play with the silver moon."""
3389,"i ask, ""but how am i to get up to you ?"""
3390,"they answer, ""come to the edge of the earth, lift up your"
3391,"hands to the sky, and you will be taken up into the clouds."""
3392,"""my mother is waiting for me at home, ""i say, ""how can i leave"
3393,"her and come?"""
3394,then they smile and float away.
3395,"but i know a nicer game than that, mother."
3396,i shall be the cloud and you the moon.
3397,"i shall cover you with both my hands, and our house-top will"
3398,be the blue sky.
3399,the folk who live in the waves call out to me-
3400,"""we sing from morning till night; on and on we travel and know"
3401,"not where we pass."""
3402,"i ask, ""but how am i to join you?"""
3403,"they tell me, ""come to the edge of the shore and stand with"
3404,"your eyes tight shut, and you will be carried out upon the waves."""
3405,"i say, ""my mother always wants me at home in the everything-"
3406,"how can i leave her and go?"""
3407,"they smile, dance and pass by."
3408,but i know a better game than that.
3409,i will be the waves and you will be a strange shore.
3410,"i shall roll on and on and on, and break upon your lap with"
3411,and no one in the world will know where we both are.
3412,colored toys 
3413,"when i bring to you colored toys, my child, "
3414,"i understand why there is such a play of colors on clouds, on water, "
3415,and why flowers are painted in tints 
3416,"---when i give colored toys to you, my child. "
3417,when i sing to make you dance 
3418,"i truly now why there is music in leaves, "
3419,and why waves send their chorus of voices to the heart of the listening earth 
3420,---when i sing to make you dance. 
3421,when i bring sweet things to your greedy hands 
3422,i know why there is honey in the cup of the flowers 
3423,and why fruits are secretly filled with sweet juice 
3424,---when i bring sweet things to your greedy hands. 
3425,"when i kiss your face to make you smile, my darling, "
3426,"i surely understand what pleasure streams from the sky in morning light, "
3427,and what delight that is that is which the summer breeze brings to my body 
3428,---when i kiss you to make you smile.
3429,"whey are those tears in your eyes, my child?"
3430,how horrid of them to be always scolding you for nothing!
3431,you have stained your fingers and face with ink while writing-
3432,is that why they call you dirty?
3433,"o, fie! would they dare to call the full moon dirty because"
3434,it has smudged its face with ink?
3435,"for every little trifle they blame you, my child. they are"
3436,ready to find fault for nothing.
3437,you tore your clothes while playing-is that why they call you
3438,"o, fie! what would they call an autumn morning that smiles"
3439,through its ragged clouds?
3440,"take no heed of what they say to you, my child."
3441,they make a long list of your misdeeds.
3442,everybody knows how you love sweet things-is that why they
3443,call you greedy?
3444,"o, fie! what then would they call us who love you?"
3445,distant time 
3446,i know not from what distant time 
3447,thou art ever coming nearer to meet me. 
3448,thy sun and stars can never keep thee hidden from me for aye. 
3449,in many a morning and eve thy footsteps have been heard 
3450,and thy messenger has come within my heart and called me in secret. 
3451,"i know not only why today my life is all astir, "
3452,and a feeling of tremulous joy is passing through my heart. 
3453,"it is as if the time were come to wind up my work, "
3454,and i feel in the air a faint smell of thy sweet presence.
3455,he whom i enclose with my name is weeping in this dungeon. 
3456,i am ever busy building this wall all around; and as this wall goes up into 
3457,the sky day by day i lose sight of my true being in its dark shadow. 
3458,"i take pride in this great wall, and i plaster it with dust and sand "
3459,lest a least hole should be left in this name; 
3460,and for all the care i take i lose sight of my true being
3461,endless time by rabindranath tagore
3462,"time is endless in thy hands, my lord. "
3463,there is none to count thy minutes. 
3464,days and nights pass and ages bloom and fade like flowers. 
3465,thou knowest how to wait. 
3466,thy centuries follow each other perfecting a small wild flower. 
3467,"we have no time to lose, "
3468,and having no time we must scramble for a chance. 
3469,we are too poor to be late. 
3470,and thus it is that time goes by 
3471,"while i give it to every querulous man who claims it, "
3472,and thine altar is empty of all offerings to the last. 
3473,at the end of the day i hasten in fear lest thy gate be shut; 
3474,but i find that yet there is time.
3475,face to face 
3476,"day after day, o lord of my life, "
3477,shall i stand before thee face to face. 
3478,"with folded hands, o lord of all worlds, "
3479,shall i stand before thee face to face. 
3480,"under thy great sky in solitude and silence, "
3481,with humble heart shall i stand before thee face to face. 
3482,"in this laborious world of thine, tumultuous with toil "
3483,"and with struggle, among hurrying crowds "
3484,shall i stand before thee face to face. 
3485,"and when my work shall be done in this world, "
3486,"o king of kings, alone and speechless "
3487,shall i stand before thee face to face.
3488,"if people came to know where my king's palace is, it would vanish "
3489,into the air.
3490,the walls are of white silver and the roof of shining gold.
